1245225077,RODRIGUEZ,MD,M,I,BRADENTON,342093201,FL,US,Internal Medicine,Y,O,83036,Hemoglobin A1C level,N,134,91,134,13.75,0.00,28.00,0.00,13.75,0.00
1760595664,WINGREN,MD,M,I,GIG HARBOR,983328738,WA,US,Family Practice,Y,F,99308,"Subsequent nursing facility visit, typically 15 minutes per day",N,73,21,73,65.99,0.00,92.37,11.62,49.09,13.33
1508805490,JASZCZAK,MD,F,I,TROY,480836106,MI,US,Internal Medicine,Y,F,99238,"Hospital discharge day management, 30 minutes or less",N,85,75,85,72.49,0.00,120.00,0.00,57.99,0.00
1992706618,CONGER,MD,M,I,COLUMBIA,210442896,MD,US,Internal Medicine,Y,O,90732,"Vaccine for pneumococcal polysaccharide for injection into muscle, patient 2 years or older",Y,27,27,27,64.18,3.33,72.78,5.33,64.18,3.33
1508865726,HUMPHREYS,MD,M,I,WESTERVILLE,430818971,OH,US,Anesthesiology,Y,F,1922,Anesthesia for X-ray or radiation therapy,N,15,14,15,144.16,38.16,692.27,254.27,115.33,30.53
1528065653,SEWCHAND,F.A.C.P,M,I,LA PLATA,206465976,MD,US,Gastroenterology,Y,F,45378,Diagnostic examination of large bowel using an endoscope,N,67,67,67,226.69,45.44,1562.69,221.65,181.35,36.35
1982656286,PAGE,DO,F,I,BRICK,87247770,NJ,US,Otolaryngology,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,29,29,29,98.91,0.00,200.00,0.00,72.42,18.96
1093797581,PALAZZO,MD,M,I,KIRKLAND,980343013,WA,US,Internal Medicine,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",N,229,96,229,73.48,0.00,142.74,5.35,57.29,9.13
1891981346,MARK,MD,M,I,NEW YORK,100654870,NY,US,Medical Oncology,Y,O,G0364,Bone marrow aspiration performed with bone marrow biopsy through the same incision on the same date of service,N,28,22,28,13.73,0.00,325.00,0.00,10.98,0.00
1003924861,SMITH,MD,F,I,OKLAHOMA CITY,731208347,OK,US,Orthopedic Surgery,Y,F,27447,Repair of knee joint,N,17,16,17,1263.53,344.75,4147.29,313.18,1010.82,275.80
1205824489,PLOCH,MD,M,I,NORTH CHARLESTON,294069171,SC,US,Urology,Y,O,55700,Biopsy of prostate gland,N,41,41,41,208.44,0.00,450.00,0.00,166.75,0.00
1538123989,SMITH,MD,M,I,ASHEVILLE,288031700,NC,US,Rheumatology,Y,O,81001,Manual urinalysis test with examination using microscope,N,92,64,92,4.48,0.00,27.00,0.00,4.44,0.42
1578575593,DOWNES,MD,F,I,MANCHESTER,60422004,CT,US,Ophthalmology,Y,O,92083,Measurement of field of vision during daylight conditions,N,87,64,87,98.07,0.00,160.00,0.00,73.57,18.13
1467627836,WARDEN,NP-C,F,I,GREENSBORO,274031129,NC,US,Nurse Practitioner,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,39,29,39,34.27,0.00,103.00,0.00,25.21,7.30
1811964562,WALTHER,MD,M,I,CONCORD,17424159,MA,US,Diagnostic Radiology,Y,F,G0202,"Screening mammography, producing direct digital image, bilateral, all views",N,42,42,42,36.19,0.00,101.00,0.00,36.19,0.00
1437224318,COMITER,MD,M,I,POMPANO BEACH,330643547,FL,US,Urology,Y,O,51701,Insertion of temporary bladder catheter,N,153,40,153,60.82,0.00,85.00,0.00,46.79,7.21
1245226695,JOHNSON,MD,M,I,ORMOND BEACH,321745128,FL,US,Thoracic Surgery,Y,F,33518,Combined multiple vein and artery heart artery bypasses,N,12,12,12,459.51,0.00,1407.00,0.00,367.61,0.00
1861445009,SCHERMOLY,MD,M,I,OLATHE,660617249,KS,US,Internal Medicine,Y,O,90732,"Vaccine for pneumococcal polysaccharide for injection into muscle, patient 2 years or older",Y,16,16,16,63.00,0.00,63.00,0.00,63.00,0.00
1275558249,STUFFLEBAM,MD,M,I,CENTRALIA,628014472,IL,US,Diagnostic Radiology,Y,F,74000,"X-ray of abdomen, single view",N,20,15,19,8.75,0.00,33.00,0.00,6.65,1.53
1275534661,CHITWOOD,MD,M,I,DOTHAN,363014754,AL,US,Orthopedic Surgery,Y,O,J0702,"Injection, betamethasone acetate 3mg and betamethasone sodium phosphate 3mg",Y,223,169,193,5.54,0.03,18.00,0.00,4.13,1.13
1306886817,PITTARO,MD,F,I,STAMFORD,69023628,CT,US,Diagnostic Radiology,Y,F,72125,CT scan of upper spine,N,14,14,14,52.93,4.80,245.00,0.00,42.34,3.84
1457350076,NORTH SHORE MRI LLC,O,O,O,COVINGTON,704338720,LA,US,Independent Diagnostic Testing Facility,Y,O,72141,MRI scan of upper spinal canal,N,27,27,27,303.20,71.04,1500.00,0.00,241.14,55.81
1487607909,KANDT,MD,M,I,WINSTON SALEM,271570001,NC,US,Neurology,Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,36,26,36,73.62,0.00,172.53,20.87,55.80,12.80
1457341851,"PHYSICIAN'S AUTOMATED LABORATORY, INC",O,O,O,BAKERSFIELD,933011913,CA,US,Clinical Laboratory,Y,O,84134,Prealbumin (protein) level,N,93,71,93,17.01,4.29,32.31,13.75,17.01,4.29
1932167384,ENDO,MD,M,I,MADISON,537151375,WI,US,Dermatology,Y,O,17000,Destruction of skin growth,N,112,94,112,61.50,19.23,234.00,0.00,44.78,19.07
1689629636,HIGHKIN,MD,M,I,VANCOUVER,986641913,WA,US,Internal Medicine,Y,O,80048,"Blood test, basic group of blood chemicals",N,90,60,90,9.01,0.39,24.27,0.00,8.97,0.54
1164493979,BODRIE,O.D.,M,I,SAGAMORE,25610532,MA,US,Optometry,Y,O,92250,Photography of the retina,N,70,68,70,71.38,0.00,100.00,0.00,53.25,12.21
1245287317,CHRISTOFF,MD,M,I,CHICAGO,606575081,IL,US,Internal Medicine,Y,O,36415,Insertion of needle into vein for collection of blood sample,N,225,71,225,3.00,0.00,20.00,0.00,3.00,0.00
1841405099,BHASIN,MD,F,I,LAKEWOOD,984993071,WA,US,Internal Medicine,Y,O,G0008,Administration of influenza virus vaccine,N,82,81,82,24.34,0.00,55.00,0.00,24.34,0.00
1285683177,MEDINA,C.R.N.A.,F,I,BALTIMORE,212870005,MD,US,CRNA,Y,F,142,Anesthesia for lens surgery,N,176,170,176,80.55,16.54,342.87,66.77,63.97,14.29
1972733723,BUTLER,PSY.D.,F,I,FRESNO,775458648,TX,US,Clinical Psychologist,Y,F,90818,"Individual inpatient, partial hospital, or residential care psychotherapy, approximately 45 to 50 minutes",N,264,52,264,80.52,1.34,139.95,34.38,47.48,5.99
1639139835,FLEMMING,O,M,I,TROY,480851117,MI,US,Diagnostic Radiology,Y,F,72170,"X-ray of pelvis, 1 or 2 views",N,27,26,26,10.20,0.00,79.00,0.00,7.56,2.14
1780661819,BURNS,MD,M,I,MORGANTOWN,265051872,WV,US,General Surgery,Y,O,76770,Ultrasound behind abdominal cavity,N,49,26,49,67.85,30.14,210.45,92.77,53.99,24.08
1730126137,CAMMARATA,MD,M,I,ASHEVILLE,288014434,NC,US,Orthopedic Surgery,Y,O,20551,Injection of tendon attachment to bone,N,16,13,14,53.77,6.72,122.00,0.00,34.37,17.36
1366435166,DARROW,PAC,F,I,FAYETTEVILLE,25840,WV,US,Physician Assistant,Y,O,71020,"X-ray of chest, 2 views, front and side",N,69,67,69,22.81,0.72,159.26,0.85,17.19,4.30
